"","text","word_scores","compound","pos","neu","neg","but_count","positive","negative","neutral","assigned"
"1176","Join these Barton students in the #BartonVaccineChallenge! Get your shot and find out about the Colleges incentive program at ","{1.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.5, 0, 0}",0.611,0.227,0.773,0,0,1,0,0,"Positive"
"1177","        For one thing, she is visiting vaccination sites to give thanks and encouragement to those working and those getting the vaccine. For another, shes still teaching her classes as a college English professor. Shes involved in efforts to raise funds for animal charities.","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.9, 0, 1.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2}",0.836,0.178,0.822,0,0,1,0,0,"Positive"
"1178","  Operation Summer Crush, they think its summer and with the vaccine, they expect alot of speeders and drunk hobo college kids.","{0, 0, 0, -0.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.4, 0, 0, 0}",-0.459,0,0.833,0.167,0,0,1,0,"Negative"
"1179","lmao not a COLLEGE ATHLETE mad on facebook that her college is requiring the vaccine,,,, bet my bottom dollar u had to send yr vac records 4 years ago to even be on that team????? this isnt fuckin new oh my god","{2.45, 0, 0, 0, 0, -2.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.1}",0.512,0.134,0.801,0.066,0,0.67,0.33,0,"Positive"
"1180","College Republicans push back against vaccine mandate | The College Fix ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"1181","UW-Madison refuses to mandate COVID vaccine, ends social distancing, mask requirements | The College Fix ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"1182","Bridget Burke, 22, a college student in Michigan, said she was unsettled by rumors that Covid-19 vaccines could affect her reproductive health. Bryson Hardy, 19, a fiber optic cable splicer from Georgia...","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.7, 0, 0, 0, 0, 0, 0, 0, 0}",0.103,0.077,0.857,0.066,0,0.538461538461538,0.461538461538462,0,"Positive"
"1183","    Hes suddenly being cited by anti-vaxxers on TikTok w the claim that college Covid-19 vaccine requirements are going to kill off my generation. His LinkedIn is now unavailable but Id looked at it &amp; became suspicious based on more recent work that he could be an Andrew Wakefield.","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.727,0,0.885,0.115,1,0,1,0,"Negative"
"1184","There are lots of reasons to get vaccinated against #COVID19. Simpson College President Marsha Kelliher wants to benefit the entire #ONESimpson community.Tell us your reason for getting the vaccine at ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.459,0.094,0.906,0,0,1,0,0,"Positive"
"1185","Back in coffee shops in writing post-vaccine (its where Ive always been most productive for this kind of work) and the thing Im noticing is how they are playing all the same music I listened to at cafes in college. Theyre playing oldies!  #ElderMillennial  ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.8, 0, 0}",0.439,0.085,0.915,0,0,1,0,0,"Positive"
"1186"," Need help with civil rights issue.  Mandating vaccine against will of college students","{0, 0, 1.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.402,0.172,0.828,0,0,1,0,0,"Positive"
"1187"," I hold the parents responsible too (besides our government). Mom says shes pro-science but if she really LOOKED at the science her daughter would have never gotten the vaccine. Their college degrees, profession, close-mindedness and arrogance cause this.","{0, 0, 0, 0, 0, 0.65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3.6, 0, 0}",-0.606,0.038,0.855,0.106,1,0.263888888888889,0.736111111111111,0,"Negative"
"1188","#reopen_school_collage_coachingcenter #reopencollege PLEASE OPEN COLLEGE INSTITUTE WITH #vaccine_CERTIFICATE.          ","{0, 0, 2.033, 0, 0, 0, 0, 0}",0.465,0.302,0.698,0,0,1,0,0,"Positive"
"1189"," What is Dr Mariks advice regarding vaccination of 12-17 year olds and also college age students? So many mandates in place nowif there a way patients can mitigate their vaccine adverse events when forced to take vax?","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.5, 0, 0, -2, 0, 0, 0}",-0.706,0,0.86,0.14,0,0,1,0,"Negative"
"1190","-   Free vaccination drive for our college students was arranged on 29.6.2021 at  Basaveshwar Engineering College, Bagalkot under  VACCINE FOR ALL - FREE FOR ALL campaign of GoI to fight against COVID. ","{0, 2.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.033, 0, 0, 0, 0, 0, 0, -1.6, 0, 0}",0.694,0.188,0.745,0.067,0,0.737254901960784,0.262745098039216,0,"Positive"
"1191","Most College Students Support VaccineMandates ","{0, 0, 0, 1.9637, 0}",0.452,0.426,0.574,0,0,1,0,0,"Positive"
"1192","Attn international college/grad/post docs: have you recently or are you currently navigating entering the u.s. and complying with university vaccine mandate policies? (like, did you get a non who-approved shot prior?) id love to talk w you for a story: elana.gordon.org","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.2, 0, 0, 0, 0, 0, 0, 0, 0}",0.794,0.153,0.847,0,0,1,0,0,"Positive"
"1193","There will be a COVID-19 Vaccine Clinic opportunity for students, faculty, staff and the local community at Central Penn College on July 16 (first dose) and August 6 (second dose). ","{0, 0, 0, 0, 0, 0, 0, 1.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.421,0.088,0.912,0,0,1,0,0,"Positive"
"1194"," Cant believe bill gates invented a virus and a vaccine just to get you to write a college au. He couldve just commissioned you ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"1195","Had no clue that was a thing.I know North Carolina College baseball team Had to forfeit this weekend because 4 VACCINATED players tested positive.Why are they testing vaccinated people? I thought the vaccine was the cure ","{0, -1.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.296,0,0.941,0.059,0,0,1,0,"Negative"
"1196","Hey San Bernardino, over the next few days the County is moving a few vaccine locations to new spots! Arroyo Valley High Schools site is shifting to Middle College High School beginning July 2. If you live close to Arroyo, make sure you stop by and get vaccinated before July 1! ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.3, 0, -1.2, 0, 0, 0, 0, 0, 0, 0}",0.174,0.053,0.906,0.041,0,0.563829787234043,0.436170212765957,0,"Positive"
"1197"," I think its bill gates controlling your mind via the vaccine so he can finally read the albether college AU of his dreams","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.7}",0.402,0.105,0.895,0,0,1,0,0,"Positive"
"1198","  So what is your position on myocarditis people are experiencing after getting the vaccine?","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"1199","   4/ Source article (NIH supported research study):","{0, 0, 0, 0, 0, 1.3, 0, 0}",0.318,0.247,0.753,0,0,1,0,0,"Positive"
"1200","   3/ Ltd evidence from current COVID-19 vaccine efficacy trials  as well as data emerging as vaccines roll out in community suggest but do not prove vaccines do reduce infection, in asymptomatic infection. The newly launched college study is designed to find out for sure. ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.75, 0, 0, 0, 0, 0, 0, 0, 0, 1.95}",0.643,0.13,0.87,0,1,1,0,0,"Positive"
"1201","This fall, all on-campus Albertus Magnus College students, faculty and staff will be required to have received the COVID-19 vaccine. For more information, visit the COVID-19 page on our website: ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"1202"," in reference to your latest sports vaccine article, if a college or pro player died or developed a heart issue as a result of the vaccine (it does happen) would colleges and pro teams be held responsible?","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.3}",-0.318,0.055,0.859,0.086,0,0.390070921985816,0.609929078014184,0,"Negative"
"1203"," Like this incentive: Cash for College. Hope more young people in NC go for the vaccinenot only to get a chance for a scholarship but also to help protect others of us in NC. And I really wish NC expected it as a part of entering college this fall.","{0, 0.75, 0, 0.75, 0, 0, 0, 0.95, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5, 0, 0, 0, 0, 0, 0, 2.55, 2.4, 0, 0, 0, 0, 0, 0, 0, 0, 2.9895, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.942,0.294,0.706,0,1,1,0,0,"Positive"
"1204","Martinez said winning the money towards college tuition was both shocking and life-changing for her family. ","{0, 0, 2.4, 0, 0, 0, 0, 0, 0, 0, -1.7, 0, 0, 0, 0, 0}",0.178,0.169,0.697,0.134,0,0.557755775577558,0.442244224422442,0,"Positive"
"1205","Registration for the MA VaxMillions Giveaway will begin on July 1st! Vaccinated MA residents eligible to register to win five $1mil rewards, and ages 12-17 yrs old eligible to enter to win five $300k college scholarships! ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.8, 0, 0, 2.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.8, 0, 0, 0, 0}",0.906,0.255,0.745,0,0,1,0,0,"Positive"
"1206","Can I get some prayers for my high school aged daughter who had a problem with her heart about 2 years ago and now she is being forced to take the vaccine because she wants to take college level courses and the local colleges are forcing all students to take the vaccine.","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.691,0,0.898,0.102,0,0,1,0,"Negative"
"1207","   As a graduate of NCSU, I couldnt agree more. There are academic requirements, college entry vaccine requirements. Seems a no-brainer for a self proclaimed leader in science and research university.","{0, 0, 0, 0, 0, 0, 0, 0, -1.11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.276,0,0.934,0.066,0,0,1,0,"Negative"
"1208","UNA has partnered with  and the  to participate in the COVID-19 College Vaccine Challenge.  For this challenge, UNA is providing access to the COVID vaccine on campus!To schedule your vaccine, click here: ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3, 0, 0, 0.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.224,0.088,0.912,0,0,1,0,0,"Positive"
"1209","Obviously not all 18-22 year olds go to college, but one way to address this is for universities to step up and require their students be vaccinated.  ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,1,NA,NA,1,"Neutral"
"1210","All the students, teachers, staff are atleast 18 years old which means theyve probably got their vaccine and if they didnt its their mistake.OPEN THE GODDAM UNIVERSITY NOW. It was supposed to be College not unacademy pro subscription.#reopendu #Reopencolleges  ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3.233, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.641,0,0.9,0.1,0,0,1,0,"Negative"
"1211","- come towards mid-August we must protect the schools and get our college students vaccinated, will become the new narrative- delta takes hold, vaccine roll-out ramps up end-August- September hits, we strive for 80%+ vaccination- Autumn turns to winter, flue season","{0, 0, 0, 0, 0, 0, 1.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.382,0.061,0.939,0,0,1,0,0,"Positive"
"1212","Some twenty-somethings in South Korea are allegedly taking advantage of a government scheme that aims to vaccinate all students heading to the CSAT/suneung exam","{0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.25,0.08,0.92,0,0,1,0,0,"Positive"
"1213"," Thats so stupid bruh at least just have you wear a mask dont hold a vaccine over a college experience youre already paying tuition on","{0, 0, 0, -2.693, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.571,0,0.871,0.129,0,0,1,0,"Negative"
"1214"," My 20 yo son was offered J&amp;J @ college. Bc of scientific community advice - take whatever vaccine is first available to you - he got J&amp;J. Now we hear that J&amp;J isn\t protective against delta?! &amp; Now can\t get mRNA if you\re in system w/ J&amp;J! This is honestly infuriating!","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, -2.4}",-0.313,0.052,0.873,0.075,0,0.409448818897638,0.590551181102362,0,"Negative"
"1215"," Im a third level student and uhhh I think the f*ck not!! This is essentially dividing vaccine access by social class, what about college age people who work in cafes or bars? Shouldnt they have priority? Slippery slope...","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"1216"," All students in Human Studies in my college had to get their Hep B shots before they could graduate and Animal care students had to get their Rabies Shot for Protection! Its normal and now we add Covid19 Vaccine","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.541,0.082,0.918,0,0,1,0,0,"Positive"
"1217","Thaddeus Stevens College reverses COVID-19 vaccine requirement ","{0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"1218","Europe chooses 1 dose for prior infected, while US and UK continue to demand 2, even for youth already at low risk from Covid that just want to go to college or work w/o being coerced into unnecessary vaccine risk. If 1 dose necessary to appease beast, at least reduces harm. ","{0, 0, 0, 0, 0, 0, -2.2, 0, 0, 0, 0, 0, 0, -0.5, 0, 0, 0, 0, 0, 0, -1.1, -1.1, 0, 0, 0, 0, 0.3, 0, 0, 0, 0, 0, 0, 0, 0, -1.5, 0, 0, 0, -1.1, 0, 0, 0, 0, 0, 1.1, 0, 0, 0, 0, -2.5}",-0.912,0.054,0.673,0.272,0,0.165644171779141,0.834355828220859,0,"Negative"
"1219","#VaccinationDrive  administers vaccine to 7094 beneficiaries - 5718 college students, 578 teaching staff &amp; 798 non-teaching staff in 18 sessions conducted in colleges in DK district on June 29. 1.80-lakh beneficiaries from 144 colleges to be covered:    ","{0, 0, 0, 0, 0, 1.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.8, 0, 0, 0, 0, 0, 0}",0.681,0.138,0.862,0,0,1,0,0,"Positive"
"1220","Take your shot at ESCC! Alabama PUBLIC Health will be hosting a Vaccine Clinic at Enterprise State Community College on July 12 &amp; 15, from 10AM-6PM. The Moderna and Johnson &amp; Johnson vaccines will be available for those who are eligible to receive the vaccine. ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"1221"," ,Vaccine Pre filled syringes is the only and  ultimate solution to prevent misuse, wastage and fake vaccination. Dr.Dilip Kothari, Professor  and Head, Anaesthesia,  G.R.Medical College Gwalior.","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.3, 0, 0.1, 0, 0, 0, -2.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.178,0.111,0.787,0.102,0,0.52112676056338,0.47887323943662,0,"Positive"
"1222","College student asks me If antibody tests are not reliable for demonstrating immunity for SARSCoV2, then what are we measuring the effectiveness of the vaccine with?  Answer: There is still hope for the next generation.","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.9, 0, 0, 0, 0}",0.44,0.079,0.921,0,0,1,0,0,"Positive"
"1223","Our college principal Murali Kumarasamy &amp; MIT scientist whos behind the Modernas COVID-19 mRNA vaccine Prof. Robert Langer, Academic Co-Founder, Moderna; Edison of Medicine ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"1224","This shows you how off the rails this thing has gone when a life-saving vaccine is now assumed to be part of the political polarization discourseIf athletes won\t get vaccine, this College World Series disaster is going to keep happening ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3.1, 0, 0, 0, 0, 0}",-0.625,0,0.905,0.095,0,0,1,0,"Negative"
"1225"," Im old enough to remember back in April or May when at least locally they were actively preventing our college students from getting the vaccine on the grounds that they werent local enough","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.3, -0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.296,0.065,0.904,0.031,0,0.677083333333333,0.322916666666667,0,"Positive"
"1226","    You just wait for the vaccineAnd anyway there is no compulsion for offline class, so do not oppose the opening of the college.","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.2, 0, 0, -0.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.402,0,0.856,0.144,0,0,1,0,"Negative"
"1227","College President Pedro Rivera said the change in mindset came after the state Legislature passed Senate Bill 618, otherwise known as the vaccine passport bill, this month. ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"1228"," The age group most likely to be attending Community College is also the age range most likely to be spreading the virus.  Make the vaccine mandatory.","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3}",0.077,0.048,0.952,0,0,1,0,0,"Positive"
"1229","Congratulations to the first COVID-19 vaccine lottery winners, Shelly Wyramon &amp; Vanya Martinez! Shelly, a mother of 3 &amp; teacher, won $1 million! 14-year-old Vanya won the first $125K college scholarship! ","{2.9, 0, 0, 0, 0, 0, 0, 2.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.7, 0, 0, 0, 0, 2.7, 0, 0, 0, 0, 0}",0.946,0.361,0.639,0,0,1,0,0,"Positive"
"1230","A Virginia college is mandating that vaccinated students wear a special lanyard at all times this fall.Say no to vaccine passports. ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.7, 0, 0, 0, 0, 0, 0, -1.2, 0, 0, 0}",0.128,0.113,0.795,0.092,0,0.551219512195122,0.448780487804878,0,"Positive"
"1231","Something isnt adding up.The Pirates are back to full capacity, masks are gone in PA, Mike Tomlin bragged about the Steelers being the best vaccine team in league BUT the Steelers still cant train at St Vincent College? Why cant we get a straight answer?","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.35, 0}",0.65,0.11,0.89,0,1,1,0,0,"Positive"
"1232","The College-For-Vaccine Sweepstakes Is Like A Plot Point In A Dystopian Sci-Fi Satire  Attack the System ","{0, 0, 0, 0, 1.5, 0, 0, 0, 0, 0, 0, 0, 0, -2.1, 0, 0}",-0.153,0.128,0.714,0.158,0,0.447552447552447,0.552447552447552,0,"Negative"
"1233","I got the HPV vaccine when I was 20. It wasnt really given to me as an option before that. May be less effective, but Im sure some college aged adults would go for it. ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.9035, 0, 0, 1.95, 0, 0, 0, 0, 0, 0, 0, 0}",0.593,0.128,0.872,0,1,1,0,0,"Positive"
"1234","Opinion: If athletes wont get vaccine, this College World Series disaster is going to keep happening.  Regarding Athletics - vaccination avoids disruption and disappointment - athletes make sure you know what the consequences are when you make your choice ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.7, -1.5, 0, -2.3, 0, 0, 0, 1.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.852,0.048,0.71,0.242,0,0.16551724137931,0.83448275862069,0,"Negative"
"1235","Lets try NC college student incentive$ prior to move-in. $500 per Student Or Parent of Student?  $1M will get us 2K vax. Bonu$ to NC college w=highest vax rate! #ncgov#NC doctors being incentivized to counsel Medicaid patients about COVID-19 vax","{0, 0, 0, 0, 0, 1.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.42,0.067,0.933,0,0,1,0,0,"Positive"
"1236","Join our Saeed, who was vaccinated at our Bradford College site, and book your vaccination today  ","{1.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.296,0.128,0.872,0,0,1,0,0,"Positive"
"1237","   Hi, what about on July 1st, what vaccine is offered at Seneca College Newnham Campus? Thanks.","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.9}",0.44,0.153,0.847,0,0,1,0,0,"Positive"
